,block,schooldist,council,zipcode,bldgclass,landuse,lotarea,bldgarea,numfloors,unitstotal,assesstot,yearbuilt,longitude,latitude,Cluster
857,968,2.0,4.0,10016.0,RM,4.0,45526.0,457946.0,37.0,487.0,58536314.0,1984.0,-73.97183620000001,40.745155100000005,2
879,1558,2.0,5.0,10128.0,D3,3.0,17640.0,165200.0,16.0,159.0,7221600.0,1962.0,-73.9463589,40.7836246,3
960,524,2.0,1.0,10012.0,W6,8.0,188029.0,1260362.0,30.0,2.0,86879250.0,1967.0,-73.99795429999999,40.7267934,0
1002,1335,2.0,4.0,10017.0,D4,3.0,11648.0,215715.0,23.5,406.0,18634950.0,1927.0,-73.9699937,40.749345899999994,3
1070,1852,3.0,7.0,10025.0,RM,4.0,113410.0,588459.0,29.0,371.0,82187865.0,2007.0,-73.9667518,40.7947101,3
1268,2172,14.0,33.0,11249.0,D9,3.0,116000.0,341300.0,21.0,372.0,13537350.0,1963.0,-73.9643292,40.7056121,1
1976,1284,2.0,4.0,10017.0,O4,5.0,35200.0,810426.0,40.0,74.0,192125700.0,1968.0,-73.9755455,40.756623499999996,2
1977,1285,2.0,4.0,10017.0,O4,5.0,38360.0,836660.0,39.0,102.0,130972050.0,1967.0,-73.9753936,40.7573701,2
1992,551,2.0,1.0,10011.0,D4,3.0,43595.0,469263.0,20.0,350.0,45509850.0,1952.0,-73.9970665,40.7319975,3
1993,559,1.0,2.0,10003.0,H8,8.0,41950.0,446076.0,16.0,3.0,24358950.0,1999.0,-73.9882768,40.7333089,0
2024,503,30.0,26.0,11106.0,R4,3.0,34340.0,77196.0,20.0,164.0,7371405.0,2007.0,-73.9345548,40.7686679,1
2029,420,30.0,26.0,11101.0,RB,5.0,28447.0,543946.0,22.0,2.0,68942700.0,2009.0,-73.9388939,40.749341799999996,1
2107,1397,2.0,4.0,10065.0,D4,3.0,14219.0,202841.0,16.0,121.0,22406850.0,1927.0,-73.96763659999999,40.7650205,3
2133,119,2.0,1.0,10007.0,O6,5.0,152553.0,1000518.0,16.0,1.0,80436150.0,1973.0,-74.0017963,40.7122105,0
2455,16,2.0,1.0,10004.0,RM,4.0,20763.0,344963.0,35.0,234.0,49054537.0,2006.0,-74.01709620000001,40.7062284,2
2458,92,2.0,1.0,10038.0,RH,5.0,9875.0,163935.0,34.0,3.0,16586551.0,2013.0,-74.0059696,40.710451,2
2475,92,2.0,1.0,10038.0,RB,5.0,10586.0,149125.0,22.0,37.0,19505703.0,1951.0,-74.0061896,40.710171,0
2477,72,2.0,1.0,10038.0,R4,3.0,4836.0,116680.0,57.0,98.0,10147043.0,2016.0,-74.00476809999999,40.7054995,2
2526,1289,2.0,4.0,10022.0,O4,5.0,34844.0,262945.0,22.0,26.0,69718500.0,1952.0,-73.9728733,40.75959,0
2875,1027,2.0,4.0,10019.0,RH,5.0,35145.0,665696.0,30.0,290.0,139162329.0,1925.0,-73.9811849,40.7647188,0
2938,1169,3.0,6.0,10024.0,R4,3.0,5108.0,73791.0,21.0,34.0,12965852.0,2008.0,-73.9800676,40.782737899999994,3
2967,1171,3.0,6.0,10023.0,D6,4.0,57638.0,437396.0,33.0,246.0,75136050.0,2016.0,-73.9918044,40.7726771,2
3007,1165,3.0,6.0,10023.0,RZ,4.0,15330.0,159086.0,19.0,160.0,22824904.0,1927.0,-73.98295340000001,40.780303700000005,3
3009,1392,2.0,4.0,10075.0,R4,3.0,17265.0,193124.0,16.0,112.0,38686504.0,1958.0,-73.9625805,40.7752321,3
3010,1373,2.0,5.0,10044.0,R4,3.0,42307.0,126281.0,16.0,123.0,19750522.0,2007.0,-73.9534974,40.7583487,3
3131,1701,4.0,8.0,10029.0,D4,3.0,519220.0,2046455.0,31.0,1604.0,70344900.0,1974.0,-73.9376821,40.7908856,3
3134,1833,3.0,7.0,10025.0,R4,3.0,132356.0,323200.0,19.0,413.0,22932440.0,1960.0,-73.9650075,40.7944488,3
3219,5713,10.0,11.0,10463.0,D4,3.0,53650.0,122000.0,20.0,117.0,3137850.0,1966.0,-73.9072529,40.8814104,3
3252,6791,25.0,24.0,11365.0,D4,3.0,103600.0,236984.0,24.0,184.0,9873450.0,1966.0,-73.8076605,40.7362724,1
3316,1312,2.0,4.0,10022.0,RM,4.0,17272.0,453533.0,57.0,231.0,60348125.0,1975.0,-73.9697572,40.7617109,2
3384,1583,2.0,5.0,10128.0,RM,4.0,8911.0,93708.0,16.0,94.0,11308067.0,1963.0,-73.9464839,40.7762825,3
3419,1453,2.0,5.0,10075.0,RM,4.0,5712.0,62546.0,18.0,34.0,11359797.0,2006.0,-73.9549349,40.773011700000005,3
3421,1542,2.0,5.0,10075.0,RM,4.0,28401.0,425743.0,36.0,546.0,57502006.0,1974.0,-73.9542451,40.773327,2
3528,22,2.0,1.0,10004.0,O4,5.0,13323.0,300676.0,38.0,66.0,21637800.0,1927.0,-74.0124398,40.7062318,2
3647,1571,2.0,5.0,10128.0,D6,4.0,7796.0,194212.0,32.0,199.0,16419150.0,2004.0,-73.9464012,40.7803996,2
3680,6,30.0,26.0,11101.0,RM,4.0,12100.0,228309.0,32.0,309.0,26712451.0,2013.0,-73.9590406,40.7425191,1
3856,1325,2.0,4.0,10022.0,D4,3.0,15062.0,206945.0,20.0,195.0,22052250.0,1960.0,-73.9683196,40.755856,3
3869,256,2.0,1.0,10002.0,D6,4.0,294793.0,527043.0,16.0,611.0,24588450.0,1954.0,-73.9882805,40.7121166,3
3873,1443,2.0,5.0,10065.0,D4,3.0,30875.0,324854.0,17.0,296.0,32659650.0,1931.0,-73.95952790000001,40.7662256,3
3875,1388,2.0,4.0,10021.0,D4,3.0,12260.0,161572.0,19.0,63.0,18365400.0,1929.0,-73.9634089,40.7723971,3
3886,7250,21.0,47.0,11224.0,D4,3.0,622700.0,1259938.0,24.0,1038.0,33618150.0,1963.0,-73.9731005,40.581163200000006,1
3923,1905,13.0,35.0,11205.0,D3,3.0,147860.0,402660.0,16.0,187.0,19687500.0,1957.0,-73.9630882,40.6929912,1
3948,1349,2.0,5.0,10022.0,D6,4.0,12761.0,180000.0,19.0,166.0,15595200.0,1948.0,-73.965102,40.7589154,3
3952,895,2.0,4.0,10016.0,H2,5.0,5925.0,74640.0,16.0,1.0,8596800.0,1928.0,-73.97760509999999,40.7501711,0
3957,1423,2.0,4.0,10065.0,D6,4.0,80333.0,938324.0,32.0,618.0,70149600.0,1962.0,-73.96079820000001,40.76687929999999,2
4034,1347,2.0,5.0,10022.0,RM,4.0,11666.0,199371.0,31.0,153.0,33600160.0,2003.0,-73.96607,40.7576559,3
4043,838,2.0,4.0,10018.0,RM,4.0,16350.0,316572.0,58.0,168.0,83192419.0,2010.0,-73.9838129,40.750098,2
4239,763,2.0,3.0,10018.0,HS,5.0,4007.0,85706.0,32.0,1.0,11849850.0,2006.0,-73.9929543,40.756324,0
4257,1491,2.0,4.0,10075.0,D6,4.0,6032.0,68741.0,18.0,17.0,3636450.0,2020.0,-73.9616374,40.77655479999999,3
4303,705,2.0,3.0,10001.0,O4,5.0,7200.0,2907315.0,58.0,58.0,253884150.0,2019.0,-74.00010470000001,40.7545346,2
5265,1171,3.0,6.0,10069.0,RM,4.0,36864.0,451749.0,40.0,263.0,83209513.0,2008.0,-73.990786,40.774488500000004,2
5421,827,2.0,2.0,10010.0,RM,4.0,8180.0,144899.0,24.0,52.0,24015152.0,1913.0,-73.9886864,40.7434727,3
5473,1362,2.0,4.0,10022.0,RM,4.0,9233.0,152211.0,32.0,113.0,21367347.0,2002.0,-73.9655917,40.7541727,2
5474,3132,12.0,15.0,10460.0,RR,4.0,30709.0,126912.0,18.0,326.0,10106550.0,2017.0,-73.8796432,40.8430826,3
5753,1073,15.0,39.0,11215.0,D4,3.0,16500.0,191654.0,18.0,71.0,8110800.0,1929.0,-73.9725491,40.6703989,1
5802,1531,2.0,5.0,10028.0,RM,4.0,20426.0,284702.0,20.0,167.0,47657713.0,2007.0,-73.95379390000001,40.778358000000004,3
5827,101,2.0,1.0,10038.0,W6,8.0,7865.0,125840.0,16.0,1.0,10044900.0,1900.0,-74.0061861,40.7116669,0
5834,1832,3.0,7.0,10025.0,RM,4.0,28458.0,314041.0,28.0,218.0,19541250.0,1971.0,-73.9668862,40.7930523,3
5865,1590,2.0,5.0,10028.0,D4,3.0,21250.0,230940.0,16.0,42.0,22554900.0,1930.0,-73.94499549999999,40.7729085,3
5896,1330,2.0,4.0,10022.0,D4,3.0,29675.0,409332.0,20.0,202.0,37579950.0,1960.0,-73.96741180000001,40.7597176,3
5907,166,15.0,33.0,11201.0,RM,4.0,49942.0,612049.0,25.0,717.0,67951349.0,2015.0,-73.98321490000001,40.688255700000006,1
5958,151,2.0,1.0,10007.0,D6,4.0,25831.0,434418.0,53.0,443.0,48875850.0,1988.0,-74.0059773,40.715819700000004,2
6055,93,2.0,1.0,10038.0,O4,5.0,30332.0,463679.0,20.0,24.0,29126700.0,1927.0,-74.00579640000001,40.7095205,0
6101,939,2.0,2.0,10016.0,D8,3.0,13770.0,213549.0,23.0,212.0,24945750.0,1998.0,-73.9742079,40.743467700000004,3
6326,1216,3.0,6.0,10024.0,RM,4.0,6317.0,71825.0,20.0,38.0,7974450.0,1998.0,-73.9745304,40.787161299999994,3
6408,5920,10.0,11.0,10463.0,D4,3.0,136000.0,216720.0,16.0,185.0,7516800.0,1963.0,-73.9162561,40.8882708,3
6413,231,13.0,33.0,11201.0,D4,3.0,23325.0,441063.0,30.0,275.0,28846800.0,1929.0,-73.9941036,40.698181899999994,1
6475,762,2.0,3.0,10018.0,H1,5.0,12344.0,179130.0,25.0,1.0,31063500.0,2017.0,-73.9934849,40.756054999999996,0
7785,1008,2.0,4.0,10019.0,D6,4.0,10041.0,106438.0,16.0,93.0,5558850.0,1921.0,-73.9799722,40.7640462,3
7798,1009,2.0,4.0,10019.0,O4,5.0,12552.0,542584.0,61.0,103.0,96549750.0,1988.0,-73.9796362,40.7648421,2
7799,1023,2.0,3.0,10019.0,D6,4.0,11350.0,190289.0,26.0,217.0,23948550.0,1987.0,-73.98496490000001,40.763218,3
7800,1024,2.0,3.0,10019.0,D6,4.0,22915.0,380441.0,20.0,387.0,34832250.0,1965.0,-73.9846435,40.763692799999994,3
7828,1242,3.0,6.0,10025.0,J5,5.0,20500.0,41250.0,18.0,1.0,4897350.0,2001.0,-73.972899,40.79393220000001,0
7868,1457,2.0,5.0,10065.0,RM,4.0,5063.0,38213.0,19.0,55.0,6374246.0,1985.0,-73.9599748,40.7614691,3
7891,1455,2.0,5.0,10065.0,RM,4.0,40200.0,378474.0,38.0,271.0,52873684.0,1999.0,-73.9606793,40.7603742,2
7919,413,30.0,26.0,11101.0,D6,4.0,41628.0,395000.0,21.0,424.0,37130400.0,2013.0,-73.9411691,40.751813299999995,1
7929,609,2.0,3.0,10011.0,P3,8.0,26122.0,182554.0,16.0,1.0,11940750.0,1930.0,-73.99831479999999,40.7375282,0
7935,1009,2.0,4.0,10019.0,H1,5.0,22092.0,536719.0,41.0,9.0,62364150.0,1939.0,-73.9784812,40.7642627,2
7936,1118,3.0,6.0,10023.0,D4,3.0,28125.0,400000.0,32.0,277.0,43008750.0,1969.0,-73.979753,40.7723984,3
8063,882,2.0,2.0,10016.0,O6,5.0,12449.0,209041.0,16.0,97.0,20873700.0,1910.0,-73.98420809999999,40.742355100000005,0
8225,761,2.0,3.0,10018.0,O4,5.0,7400.0,162260.0,23.0,40.0,9778950.0,1927.0,-73.9921387,40.7546798,0
8226,762,2.0,3.0,10018.0,H3,5.0,7402.0,103133.0,35.0,271.0,15340050.0,2013.0,-73.9917308,40.755261700000005,2
8279,1320,2.0,4.0,10017.0,RM,4.0,6935.0,169384.0,38.0,174.0,22512605.0,1988.0,-73.9706887,40.7530844,2
8291,1325,2.0,4.0,10022.0,O4,5.0,21100.0,321452.0,21.0,34.0,41364450.0,1964.0,-73.9697631,40.7566194,0
8292,815,2.0,4.0,10018.0,O4,5.0,16647.0,364000.0,22.0,24.0,37360800.0,1954.0,-73.986436,40.75391079999999,0
8302,1327,2.0,4.0,10022.0,RM,4.0,10042.0,197109.0,43.0,176.0,32305947.0,1990.0,-73.96714940000001,40.757324100000005,2
8307,833,2.0,4.0,10001.0,O4,5.0,30750.0,671734.0,39.0,55.0,96242400.0,1969.0,-73.98787359999999,40.7477737,2
8323,1607,4.0,8.0,10029.0,RM,4.0,16507.0,354089.0,43.0,231.0,54142651.0,2013.0,-73.9523729,40.7912302,2
8335,1139,3.0,6.0,10023.0,D8,3.0,30125.0,568001.0,47.0,456.0,66402450.0,1986.0,-73.98334090000002,40.7755664,2
8359,1387,2.0,4.0,10021.0,D4,3.0,8786.0,92744.0,18.0,47.0,10173150.0,1959.0,-73.96452120000001,40.7717058,3
8411,2902,9.0,16.0,10456.0,D3,3.0,147806.0,339386.0,16.0,354.0,7050600.0,1965.0,-73.9043477,40.8370729,3
8425,2910,9.0,16.0,10456.0,D6,4.0,184850.0,582125.0,16.0,541.0,12019950.0,1961.0,-73.9047604,40.8340815,3
8634,1334,2.0,4.0,10017.0,H2,5.0,10900.0,141758.0,23.0,1.0,15469650.0,1932.0,-73.9720185,40.7492092,0
10820,871,2.0,2.0,10003.0,D4,3.0,19982.0,193695.0,16.0,249.0,20334150.0,1959.0,-73.98700290000001,40.734362700000005,3
10821,871,2.0,2.0,10003.0,D4,3.0,11982.0,111428.0,22.0,151.0,13283550.0,1963.0,-73.9867611,40.734568599999996,3
10844,1295,2.0,4.0,10017.0,O4,5.0,10419.0,118587.0,26.0,38.0,23260050.0,1937.0,-73.97643199999999,40.750459,0
10970,1349,2.0,5.0,10022.0,R4,3.0,3350.0,27062.0,17.0,14.0,5937751.0,2005.0,-73.9643405,40.758594099999996,3
11026,1375,2.0,4.0,10022.0,RD,3.0,6024.0,186643.0,51.0,43.0,63428415.0,2015.0,-73.9700052,40.764055,2
11045,807,2.0,3.0,10001.0,RM,4.0,22080.0,473783.0,59.0,462.0,90285430.0,2005.0,-73.99014,40.748723600000005,2
11081,1210,3.0,6.0,10024.0,D4,3.0,5313.0,59544.0,16.0,67.0,4325400.0,1928.0,-73.97685390000001,40.782830600000004,3
11366,1391,2.0,4.0,10021.0,H1,5.0,18803.0,294142.0,40.0,259.0,49350150.0,1930.0,-73.96299259999999,40.7743814,2
11450,69,2.0,1.0,10038.0,D8,3.0,16642.0,222001.0,28.0,194.0,25842150.0,2007.0,-74.006752,40.7070831,3
11481,69,2.0,1.0,10038.0,D8,3.0,24128.0,627300.0,51.0,652.0,82865250.0,2003.0,-74.0069324,40.7074097,2
11755,1375,2.0,4.0,10022.0,O4,5.0,10946.0,198347.0,24.0,40.0,50076900.0,1951.0,-73.9705321,40.7642774,0
11779,68,2.0,1.0,10038.0,RM,4.0,9642.0,126291.0,17.0,116.0,16589707.0,1967.0,-74.0074735,40.70807670000001,3
12054,77,2.0,1.0,10038.0,O4,5.0,32511.0,788241.0,31.0,46.0,58251600.0,1956.0,-74.006745,40.7087739,0
12514,4452,19.0,42.0,11239.0,D3,3.0,854159.0,1420000.0,17.0,2229.0,42648300.0,1975.0,-73.8790647,40.648383100000004,1
13000,2270,28.0,29.0,11375.0,O6,5.0,78500.0,518929.0,16.0,136.0,19635750.0,1983.0,-73.8306238,40.7152561,1
13038,869,2.0,4.0,10016.0,O4,5.0,14714.0,442042.0,48.0,86.0,39505500.0,1928.0,-73.9812175,40.751538599999996,2
13149,1427,2.0,4.0,10021.0,D6,4.0,12770.0,166432.0,21.0,149.0,15813450.0,1964.0,-73.9583598,40.769442,3
13161,1503,2.0,4.0,10128.0,D4,3.0,11249.0,112857.0,16.0,44.0,15128100.0,1947.0,-73.9566497,40.7843536,3
13194,1616,4.0,9.0,10029.0,D7,4.0,81805.0,680000.0,34.0,611.0,49800600.0,1974.0,-73.94813959999999,40.796805600000006,2
13215,1104,2.0,6.0,10019.0,D7,4.0,85996.0,1192139.0,42.0,1033.0,162364950.0,2015.0,-73.9926712,40.7704347,2
13545,5066,25.0,20.0,11354.0,D6,4.0,111740.0,551193.0,20.0,163.0,5414148.0,2020.0,-73.8374084,40.7554519,1
13578,16,2.0,1.0,10282.0,O6,5.0,42342.0,502000.0,16.0,1.0,59505300.0,1997.0,-74.0169071,40.7145314,0
13579,16,2.0,1.0,10282.0,D8,3.0,6323.0,244617.0,25.0,152.0,26090550.0,1998.0,-74.0138812,40.7172463,3
13588,124,2.0,1.0,10007.0,D6,4.0,3872.0,46000.0,21.0,30.0,6493050.0,2013.0,-74.0084696,40.713280700000006,3
13598,1763,5.0,9.0,10037.0,D4,3.0,61225.0,370814.0,16.0,634.0,14120100.0,1970.0,-73.93522840000001,40.814768799999996,3
13664,16,2.0,1.0,10004.0,RM,4.0,46266.0,523677.0,38.0,117.0,69166676.0,2003.0,-74.0175252,40.7055724,2
13891,1583,2.0,5.0,10028.0,D4,3.0,26550.0,320600.0,21.0,143.0,29309400.0,1960.0,-73.94535079999999,40.7755958,3
13903,2133,28.0,29.0,11375.0,D4,3.0,87601.0,552840.0,30.0,498.0,16404750.0,1964.0,-73.8508422,40.7283464,1
14164,1625,2.0,5.0,10029.0,W8,8.0,20183.0,247615.0,19.0,1.0,37647900.0,1973.0,-73.94892420000001,40.7863129,0
14245,1450,2.0,5.0,10021.0,D4,3.0,10216.0,128255.0,19.0,139.0,12481200.0,1966.0,-73.95649240000002,40.770811,3
14247,1879,3.0,7.0,10025.0,D4,3.0,8207.0,100961.0,17.0,118.0,7777350.0,1930.0,-73.9651843,40.8016647,3
14347,2548,7.0,8.0,10454.0,D1,3.0,259264.0,822400.0,16.0,690.0,14856750.0,1961.0,-73.9169569,40.8049557,3
14538,165,15.0,33.0,11201.0,RM,4.0,18145.0,228246.0,26.0,318.0,28926450.0,2009.0,-73.9849672,40.6889559,1
14616,762,2.0,3.0,10018.0,H3,5.0,4937.0,77999.0,25.0,177.0,10340550.0,2017.0,-73.993207,40.755937,0
16459,830,2.0,4.0,10001.0,H1,5.0,10445.0,130253.0,23.0,162.0,12104100.0,1908.0,-73.9876071,40.745020700000005,0
16464,1195,3.0,6.0,10024.0,D4,3.0,40350.0,600613.0,20.0,183.0,54632700.0,1929.0,-73.97192509999999,40.782577,3
16465,1449,2.0,5.0,10021.0,D6,4.0,35400.0,455173.0,33.0,476.0,58842000.0,1979.0,-73.95669140000001,40.770262100000004,2
16466,1461,2.0,5.0,10065.0,I4,8.0,32133.0,242856.0,23.0,152.0,14605650.0,1969.0,-73.9567318,40.763510100000005,0
16482,1462,2.0,5.0,10065.0,I1,8.0,103027.0,538454.0,19.0,1.0,79708950.0,1940.0,-73.95679990000001,40.764374700000005,0
16522,490,2.0,3.0,10013.0,RM,4.0,8188.0,60172.0,16.0,23.0,21277791.0,2014.0,-74.0041273,40.7246003,3
16642,11,2.0,1.0,10004.0,O4,5.0,13135.0,361710.0,37.0,76.0,25300800.0,1935.0,-74.0118516,40.7043105,2
16741,1498,2.0,4.0,10028.0,D4,3.0,10071.0,126440.0,20.0,56.0,10113300.0,1960.0,-73.95920090000001,40.7813325,3
16771,1558,2.0,5.0,10128.0,I7,8.0,7500.0,102750.0,20.0,104.0,14639400.0,2001.0,-73.9471099,40.7836607,0
16941,2095,13.0,35.0,11217.0,RZ,4.0,11110.0,122016.0,28.0,109.0,9978745.0,2006.0,-73.9786355,40.68825220000001,1
17727,1578,2.0,5.0,10028.0,R4,3.0,7569.0,67958.0,18.0,57.0,10004889.0,2017.0,-73.9473827,40.772020399999995,3
17850,1549,2.0,5.0,10028.0,D4,3.0,12400.0,157401.0,21.0,110.0,13673250.0,1971.0,-73.94993840000001,40.7774231,3
18513,5,2.0,1.0,10004.0,O4,5.0,54023.0,1016406.0,22.0,47.0,58322250.0,1969.0,-74.0107224,40.7027763,0
18553,2472,14.0,33.0,11222.0,D7,4.0,55649.0,510050.0,40.0,445.0,17667900.0,2020.0,-73.9617481,40.73467279999999,1
18974,7279,21.0,48.0,11224.0,RM,4.0,335533.0,686923.0,24.0,1266.0,25918849.0,1964.0,-73.97451020000001,40.575833100000004,1
19193,1395,2.0,4.0,10065.0,RM,4.0,17575.0,206883.0,20.0,166.0,30986100.0,1963.0,-73.96634909999999,40.762591,3
19233,1846,3.0,9.0,10026.0,RM,4.0,3951.0,69340.0,22.0,0.0,10930051.0,2012.0,-73.9592212,40.8012264,3
19513,1010,2.0,4.0,10019.0,H3,5.0,16066.0,191261.0,16.0,2.0,10674900.0,1930.0,-73.9783546,40.76512460000001,0
19873,244,1.0,1.0,10002.0,D4,3.0,24137.0,124600.0,21.0,124.0,4067100.0,1964.0,-73.9842733,40.7110018,3
19935,804,2.0,3.0,10001.0,H1,5.0,3823.0,73497.0,32.0,1.0,8379000.0,2004.0,-73.99070329999999,40.746283500000004,0
19945,1865,3.0,7.0,10025.0,D9,3.0,24876.0,358800.0,18.0,295.0,33725250.0,2008.0,-73.9616911,40.802366299999996,3
19946,243,1.0,1.0,10002.0,D4,3.0,71655.0,251500.0,21.0,211.0,10250550.0,1962.0,-73.9820296,40.711174299999996,3
19989,3627,8.0,17.0,10473.0,D4,3.0,69605.0,256750.0,19.0,225.0,4083300.0,1962.0,-73.87583459999999,40.8213487,3
20038,1832,3.0,7.0,10025.0,D4,3.0,9082.0,100316.0,18.0,80.0,7272900.0,1931.0,-73.96529040000001,40.7922147,3
20968,1455,2.0,5.0,10022.0,D8,3.0,35904.0,307000.0,41.0,234.0,29385450.0,2001.0,-73.9598638,40.7599485,2
21072,1624,2.0,5.0,10029.0,D6,4.0,14074.0,186100.0,22.0,215.0,15128100.0,2002.0,-73.950885,40.7863631,3
21164,1313,2.0,4.0,10022.0,O4,5.0,26750.0,596734.0,36.0,29.0,81850950.0,1969.0,-73.9693165,40.7622186,2
21219,346,1.0,1.0,10002.0,D7,4.0,40690.0,378028.0,25.0,273.0,58753832.0,2018.0,-73.98645429999999,40.7173315,3
21293,1200,3.0,6.0,10024.0,D6,4.0,6798.0,70144.0,16.0,80.0,4886100.0,1927.0,-73.9714431,40.7864881,3
21314,1507,2.0,4.0,10128.0,D4,3.0,10071.0,112083.0,17.0,64.0,11511000.0,1929.0,-73.9534199,40.7866057,3
21484,8680,21.0,48.0,11235.0,D4,3.0,77620.0,437860.0,16.0,448.0,13869900.0,1963.0,-73.9671129,40.5754771,1
21535,42,2.0,1.0,10005.0,O4,5.0,20684.0,527605.0,26.0,52.0,30641400.0,1912.0,-74.0078016,40.707085799999994,0
21537,68,2.0,1.0,10038.0,O4,5.0,18513.0,377120.0,22.0,76.0,31137300.0,1973.0,-74.0071994,40.7083457,0
21573,597,2.0,3.0,10013.0,HB,5.0,5000.0,59720.0,20.0,123.0,9728100.0,2012.0,-74.0087311,40.7263896,0
21599,28,2.0,1.0,10004.0,O4,5.0,12919.0,292466.0,24.0,67.0,19998450.0,1962.0,-74.00923320000001,40.70506829999999,0
21602,645,2.0,3.0,10014.0,H1,5.0,32070.0,219320.0,19.0,1.0,49066650.0,2006.0,-74.0080762,40.740827100000004,0
21739,7273,21.0,48.0,11224.0,D4,3.0,203785.0,623806.0,23.0,572.0,24323400.0,1964.0,-73.9737932,40.577424900000004,1
21811,1274,2.0,4.0,10019.0,D4,3.0,7531.0,101278.0,21.0,38.0,11483550.0,1963.0,-73.974936,40.7648357,3
21822,1961,3.0,7.0,10027.0,D7,4.0,25228.0,365100.0,23.0,158.0,16952850.0,1980.0,-73.9589503,40.8072317,3
22249,1516,2.0,4.0,10128.0,D6,4.0,11912.0,151184.0,16.0,123.0,14394150.0,1962.0,-73.955262,40.7804912,3
22690,869,2.0,4.0,10016.0,O4,5.0,38019.0,927829.0,41.0,65.0,131844150.0,1963.0,-73.979359,40.750745,2
22695,915,2.0,2.0,10016.0,D6,4.0,7407.0,118936.0,25.0,107.0,15146100.0,2015.0,-73.9763039,40.7452659,3
22723,1491,2.0,4.0,10075.0,D4,3.0,9720.0,111231.0,26.0,43.0,13135950.0,1967.0,-73.9614135,40.776692,3
22859,3111,12.0,15.0,10460.0,D7,4.0,24417.0,201100.0,30.0,169.0,6331050.0,1973.0,-73.8846033,40.846439000000004,3
23679,1273,2.0,4.0,10019.0,RM,4.0,17029.0,198816.0,33.0,176.0,27099447.0,1969.0,-73.97635129999999,40.7644572,2
23690,1293,2.0,4.0,10022.0,O4,5.0,18075.0,315918.0,25.0,46.0,67014000.0,1965.0,-73.9724098,40.7629412,0
23929,1411,2.0,4.0,10075.0,D4,3.0,17875.0,215106.0,17.0,173.0,23782050.0,1957.0,-73.9587729,40.772864899999995,3
23938,1411,2.0,4.0,10075.0,D4,3.0,17368.0,199358.0,16.0,98.0,21674700.0,1959.0,-73.95961740000001,40.7732906,3
24058,1313,2.0,4.0,10022.0,O4,5.0,11287.0,278921.0,27.0,25.0,64328850.0,1981.0,-73.9696052,40.7625398,0
24070,1497,2.0,4.0,10028.0,D4,3.0,8551.0,117879.0,21.0,59.0,11974950.0,1962.0,-73.9578767,40.7798499,3
24071,1497,2.0,4.0,10028.0,D4,3.0,7583.0,97755.0,19.0,73.0,9279450.0,1957.0,-73.9577285,40.7801161,3
24161,798,2.0,3.0,10011.0,RM,4.0,4937.0,43238.0,16.0,30.0,10071412.0,2011.0,-73.99391920000001,40.743064200000006,3
28627,2086,28.0,29.0,11374.0,D7,4.0,83929.0,503000.0,16.0,422.0,15709050.0,1960.0,-73.8579473,40.732966600000005,1
28800,1313,2.0,4.0,10022.0,RM,4.0,84348.0,1103169.0,54.0,109.0,402504766.0,2001.0,-73.96763100000001,40.761575799999996,2
28835,1292,2.0,4.0,10022.0,RM,4.0,34470.0,583015.0,90.0,291.0,102382672.0,2012.0,-73.97179679999999,40.7615001,2
28837,1375,2.0,4.0,10065.0,RM,4.0,14800.0,175527.0,19.0,108.0,22567936.0,1941.0,-73.9694636,40.764139899999996,3
28861,1366,2.0,4.0,10022.0,RM,4.0,17573.0,185600.0,31.0,107.0,20225703.0,1983.0,-73.9630135,40.7561508,3
28906,64,2.0,1.0,10038.0,RC,5.0,9051.0,148239.0,19.0,244.0,24804000.0,1903.0,-74.00983259999998,40.7095312,0
28922,1373,2.0,5.0,10044.0,RM,4.0,63845.0,188941.0,16.0,232.0,21453755.0,2004.0,-73.9521754,40.7594817,3
28923,1293,2.0,4.0,10022.0,RC,5.0,26519.0,532225.0,52.0,3.0,84064501.0,1992.0,-73.9712766,40.7623206,2
28926,2082,28.0,29.0,11374.0,RM,4.0,50500.0,210198.0,17.0,437.0,8653560.0,1988.0,-73.8614255,40.733025700000006,1
28933,64,2.0,1.0,10005.0,RM,4.0,2102.0,19995.0,19.0,16.0,2884951.0,1920.0,-74.0098217,40.7090646,3
28934,1394,2.0,4.0,10022.0,RD,3.0,6025.0,139973.0,42.0,96.0,17216565.0,1998.0,-73.96917890000002,40.763217600000004,2
28943,1540,2.0,5.0,10128.0,RD,3.0,5033.0,33969.0,18.0,86.0,5190324.0,1989.0,-73.9493954,40.78408710000001,3
28944,412,1.0,1.0,10002.0,RC,5.0,15611.0,199408.0,24.0,2.0,22165650.0,2008.0,-73.9880191,40.72174520000001,0
28952,68,2.0,1.0,10038.0,RM,4.0,10237.0,149564.0,26.0,149.0,24068443.0,1927.0,-74.0068567,40.7081426,3
28954,417,1.0,1.0,10002.0,RC,5.0,8074.0,108513.0,20.0,142.0,13445100.0,2005.0,-73.98850959999999,40.7220829,0
28956,427,1.0,1.0,10002.0,RM,4.0,22705.0,214757.0,28.0,12.0,52419262.0,2014.0,-73.9919837,40.7230246,3
28961,1360,2.0,4.0,10017.0,RC,5.0,88357.0,306964.0,37.0,85.0,50950283.0,1967.0,-73.9659896,40.7525205,2
28962,1375,2.0,4.0,10022.0,RC,5.0,27690.0,465364.0,22.0,2.0,118336050.0,1958.0,-73.9711528,40.764725,0
