,borough,block,schooldist,council,zipcode,bldgclass,landuse,lotarea,bldgarea,numfloors,unitstotal,assesstot,yearbuilt,longitude,latitude,Cluster
603578,MN,1555,2.0,5.0,10128.0,D4,3.0,25177.0,301851.0,30.0,371.0,31549950.0,1980.0,-73.94670390000002,40.781182,0
603579,MN,1890,3.0,6.0,10025.0,D4,3.0,13518.0,204463.0,24.0,325.0,12594150.0,1929.0,-73.9710615,40.800425700000005,0
603584,MN,1570,2.0,5.0,10128.0,D7,4.0,14654.0,279945.0,37.0,269.0,30936150.0,1986.0,-73.945572,40.7788484,0
603591,MN,1512,2.0,5.0,10028.0,D6,4.0,17828.0,224000.0,21.0,185.0,22363650.0,1963.0,-73.955506,40.777494,0
603640,MN,1447,2.0,5.0,10021.0,D4,3.0,20988.0,276481.0,20.5,219.0,30460050.0,1958.0,-73.9571797,40.7687609,0
603653,MN,1448,2.0,5.0,10021.0,D4,3.0,25542.0,350000.0,37.0,244.0,35116200.0,1967.0,-73.9572117,40.7696063,0
605621,MN,747,2.0,3.0,10011.0,D4,3.0,71700.0,250908.0,21.0,197.0,28744650.0,1963.0,-73.9998196,40.7461961,0
605631,MN,1465,2.0,5.0,10021.0,D7,4.0,34286.0,357785.0,23.0,426.0,46403100.0,1979.0,-73.9562569,40.7666416,0
605639,MN,1526,2.0,5.0,10028.0,RM,4.0,16663.0,215126.0,24.0,101.0,31786642.0,1926.0,-73.9562442,40.7749664,0
605733,BX,4347,11.0,13.0,10467.0,D1,3.0,135575.0,337570.0,21.0,322.0,4824900.0,1963.0,-73.86648890000001,40.860378999999995,3
606262,MN,1577,2.0,5.0,10075.0,D6,4.0,24609.0,281902.0,31.0,270.0,30884850.0,1972.0,-73.9493936,40.77218320000001,0
606275,MN,1115,3.0,6.0,10023.0,RM,4.0,50208.0,556414.0,33.0,438.0,102598224.0,1931.0,-73.98087640000001,40.770441600000005,0
606500,MN,1306,2.0,4.0,10022.0,O4,5.0,81337.0,1712218.0,44.0,30.0,441764550.0,1969.0,-73.9724264,40.7577537,0
606503,MN,608,2.0,3.0,10011.0,D4,3.0,27070.0,364679.0,21.0,425.0,43960950.0,1961.0,-73.9979757,40.7364769,0
606520,MN,1403,2.0,4.0,10065.0,D4,3.0,84015.0,914921.0,28.0,391.0,86302800.0,1959.0,-73.96306120000001,40.7678407,0
606530,MN,1406,2.0,4.0,10021.0,D4,3.0,28589.0,325680.0,34.0,130.0,32712300.0,1962.0,-73.9612551,40.7695336,0
606531,MN,1508,2.0,5.0,10075.0,D4,3.0,10435.0,138875.0,25.0,150.0,14216400.0,1973.0,-73.9573599,40.77489,0
606541,MN,887,2.0,2.0,10016.0,D6,4.0,82950.0,800227.0,31.0,725.0,104701500.0,1988.0,-73.98011159999999,40.7444762,0
606673,MN,1453,2.0,5.0,10075.0,D8,3.0,21649.0,364690.0,44.0,240.0,56067300.0,1989.0,-73.95331440000001,40.7722727,0
607908,MN,2162,6.0,10.0,10033.0,D7,4.0,60000.0,503310.0,32.0,484.0,12775950.0,1962.0,-73.93556120000001,40.8479499,0
608074,BX,2623,7.0,17.0,10455.0,D3,3.0,166139.0,422400.0,22.0,471.0,8976600.0,1960.0,-73.91005179999999,40.81472720000001,3
614926,BK,265,15.0,33.0,11201.0,D9,3.0,3404.0,41500.0,26.0,29.0,3708450.0,1987.0,-73.9917999,40.692003299999996,1
615440,MN,1034,2.0,3.0,10036.0,H1,5.0,27615.0,450000.0,34.0,12.0,52301700.0,2009.0,-73.9895754,40.758596399999995,0
615463,MN,1340,2.0,4.0,10017.0,D6,4.0,20083.0,290001.0,21.0,262.0,32906250.0,1961.0,-73.9693604,40.7531774,0
616370,MN,1040,2.0,3.0,10019.0,O4,5.0,58241.0,1596521.0,49.0,23.0,329098950.0,1987.0,-73.9869433,40.762230200000005,0
616640,MN,917,2.0,4.0,10016.0,D4,3.0,14275.0,204638.0,21.0,286.0,19310400.0,1963.0,-73.97577290000001,40.746651899999996,0
618172,BK,2060,13.0,33.0,11201.0,O4,5.0,12410.0,332608.0,23.0,2.0,2570850.0,2020.0,-73.98308409999999,40.692296,1
618216,MN,995,2.0,4.0,10036.0,O4,5.0,87863.0,2245112.0,55.0,48.0,587422800.0,2005.0,-73.9847139,40.755562899999994,0
618772,MN,26,2.0,1.0,10005.0,D5,3.0,18016.0,377214.0,26.0,374.0,35383950.0,1904.0,-74.01022890000002,40.7063033,0
618773,MN,26,2.0,1.0,10005.0,D9,3.0,20249.0,493187.0,27.0,440.0,53905500.0,1958.0,-74.0099187,40.706207299999996,0
618814,MN,1105,2.0,6.0,10019.0,D6,4.0,25105.0,547239.0,38.0,601.0,51083550.0,2003.0,-73.9917902,40.7707695,0
618975,MN,898,2.0,2.0,10003.0,D4,3.0,19182.0,250220.0,32.0,277.0,24941250.0,1973.0,-73.98526700000001,40.735364399999995,0
619025,MN,1449,2.0,5.0,10021.0,RM,4.0,15116.0,189354.0,25.0,150.0,23447250.0,1987.0,-73.95573859999999,40.7697704,0
619054,MN,1578,2.0,5.0,10028.0,RM,4.0,4333.0,98881.0,40.0,82.0,14805133.0,1988.0,-73.9470431,40.77233579999999,0
619764,MN,894,2.0,4.0,10016.0,RM,4.0,3786.0,94292.0,33.0,126.0,11296363.0,2013.0,-73.9773745,40.7491939,0
619793,MN,1345,2.0,4.0,10022.0,RM,4.0,8807.0,150768.0,30.0,126.0,23431957.0,2008.0,-73.96525890000001,40.755643799999994,0
620275,MN,202,2.0,1.0,10013.0,H9,5.0,14996.0,148852.0,22.0,17.0,14004900.0,2014.0,-73.99682920000001,40.715992799999995,0
620422,MN,888,2.0,2.0,10016.0,RM,4.0,8625.0,55880.0,22.0,82.0,10051205.0,1988.0,-73.97948709999999,40.7449838,0
620493,MN,914,2.0,2.0,10016.0,D7,4.0,5604.0,147683.0,31.0,145.0,6074100.0,2020.0,-73.9779929,40.745409,0
620536,MN,1119,3.0,6.0,10023.0,J6,5.0,27575.0,287822.0,22.0,1.0,25349850.0,1988.0,-73.9805037,40.7735156,0
620551,MN,1563,2.0,5.0,10028.0,D6,4.0,14359.0,302854.0,43.0,182.0,31680450.0,1994.0,-73.950164,40.7751643,0
620585,MN,1556,2.0,5.0,10128.0,D4,3.0,25178.0,340068.0,32.0,315.0,31276800.0,1974.0,-73.9462556,40.781780100000006,0
621278,BX,2526,9.0,16.0,10452.0,D1,3.0,48983.0,475438.0,26.0,400.0,7373700.0,1947.0,-73.9278532,40.8363709,3
628806,MN,869,2.0,4.0,10016.0,O4,5.0,12350.0,281263.0,43.0,87.0,37353150.0,1931.0,-73.97997600000001,40.751197999999995,0
628862,MN,1118,3.0,6.0,10023.0,D6,4.0,2468.0,37709.0,39.0,128.0,1013400.0,2019.0,-73.9801031,40.7727306,0
628869,MN,1118,3.0,6.0,10023.0,D6,4.0,2510.0,38353.0,39.0,128.0,1030950.0,2019.0,-73.98018259999999,40.7727635,0
628875,MN,1118,3.0,6.0,10023.0,D6,4.0,7500.0,115060.0,39.0,128.0,4664700.0,2019.0,-73.9803378,40.7728294,0
629232,MN,1006,2.0,4.0,10019.0,RM,4.0,21300.0,333597.0,38.0,213.0,60401821.0,1968.0,-73.9812792,40.7629979,0
630271,MN,9,2.0,1.0,10004.0,O4,5.0,39985.0,896956.0,35.0,59.0,51715350.0,1971.0,-74.01373050000001,40.7033469,0
630290,MN,29,2.0,1.0,10004.0,O4,5.0,42762.0,1007569.0,31.0,39.0,82539900.0,1983.0,-74.0110544,40.7039922,0
630292,MN,10,2.0,1.0,10004.0,O4,5.0,15445.0,336025.0,24.0,97.0,20837700.0,1930.0,-74.0119525,40.7038054,0
630295,MN,10,2.0,1.0,10004.0,H2,5.0,6834.0,143731.0,43.0,1.0,19089000.0,2007.0,-74.0122987,40.703841100000005,0
630304,MN,25,2.0,1.0,10004.0,RM,4.0,24493.0,433463.0,21.0,622.0,48532950.0,1900.0,-74.0107662,40.705919,0
630306,MN,39,2.0,1.0,10005.0,HB,5.0,2877.0,54432.0,25.0,1.0,7675200.0,2020.0,-74.0073722,40.7055295,0
630311,MN,25,2.0,1.0,10004.0,O4,5.0,23132.0,406025.0,30.0,88.0,20403450.0,1968.0,-74.01104740000001,40.705276700000006,0
630317,MN,11,2.0,1.0,10004.0,O4,5.0,72130.0,1529480.0,32.0,30.0,138352950.0,1958.0,-74.01264509999999,40.704499799999994,0
630322,MN,41,2.0,1.0,10005.0,RM,4.0,31722.0,975719.0,66.0,777.0,111148200.0,1932.0,-74.00771490000001,40.7064627,0
630330,MN,39,2.0,1.0,10005.0,O4,5.0,48946.0,1104184.0,38.0,70.0,63323100.0,1961.0,-74.00680240000001,40.7061471,0
630344,MN,42,2.0,1.0,10005.0,D6,4.0,17684.0,290116.0,24.0,346.0,32089500.0,1930.0,-74.0072208,40.706718,0
630355,MN,31,2.0,1.0,10005.0,D6,4.0,24400.0,487404.0,21.0,498.0,61442100.0,1972.0,-74.00885809999998,40.7045688,0
630368,MN,39,2.0,1.0,10005.0,H3,5.0,2562.0,42568.0,26.0,1.0,5876100.0,2007.0,-74.00723149999999,40.7055844,0
630379,MN,31,2.0,1.0,10005.0,RM,4.0,30794.0,542247.0,36.0,350.0,88123821.0,1987.0,-74.0081187,40.7050409,0
633434,BK,6979,21.0,47.0,11224.0,D6,4.0,223304.0,366000.0,24.0,335.0,11964150.0,1974.0,-74.00116640000002,40.577921999999994,1
634205,MN,1089,2.0,3.0,10036.0,D8,3.0,101043.0,887879.0,40.0,927.0,74700450.0,1999.0,-74.0004657,40.761270200000006,0
637713,BK,7459,22.0,48.0,11235.0,RD,3.0,89000.0,241518.0,28.0,236.0,26488934.0,2016.0,-73.9535632,40.5863199,1
638718,MN,1171,3.0,6.0,10069.0,RM,4.0,44767.0,541114.0,33.0,277.0,83908983.0,2013.0,-73.9912844,40.7739918,0
638730,MN,1090,2.0,3.0,10036.0,RM,4.0,45600.0,374741.0,46.0,405.0,54961334.0,2005.0,-73.9996498,40.7617808,0
638770,MN,1171,3.0,6.0,10069.0,D8,3.0,36369.0,253788.0,23.0,213.0,36505350.0,2009.0,-73.9902914,40.7743238,0
638811,MN,9,2.0,1.0,10004.0,O4,5.0,23080.0,544015.0,42.0,96.0,53765550.0,1987.0,-74.01387820000001,40.7028912,0
638869,MN,9,2.0,1.0,10004.0,O4,5.0,29481.0,692431.0,34.0,14.0,79231050.0,1970.0,-74.01330109999999,40.7027595,0
640816,BX,2882,9.0,16.0,10453.0,D6,4.0,856800.0,1597950.0,44.0,1660.0,49701600.0,1973.0,-73.9226493,40.8518696,3
641371,MN,1573,2.0,5.0,10128.0,D3,3.0,157875.0,318334.0,24.0,636.0,23526000.0,1964.0,-73.9450208,40.781617600000004,0
641863,MN,1573,2.0,5.0,10128.0,D6,4.0,121100.0,386322.0,25.0,538.0,15342750.0,1968.0,-73.9454152,40.7807093,0
641866,MN,1573,2.0,5.0,10128.0,D6,4.0,24781.0,347118.0,36.0,274.0,27699300.0,1994.0,-73.9445418,40.7802176,0
641970,QN,21,30.0,26.0,11109.0,D7,4.0,88746.0,1150560.0,41.0,845.0,107415450.0,2011.0,-73.9558542,40.7479031,2
642067,MN,729,2.0,3.0,10001.0,RM,4.0,58949.0,657760.0,64.0,846.0,120848324.0,2015.0,-73.99874399999999,40.752390999999996,0
642068,MN,729,2.0,3.0,10001.0,O4,5.0,61719.0,1824452.0,60.0,10.0,161430300.0,2020.0,-73.9979572,40.752086299999995,0
642131,BK,2530,14.0,33.0,11222.0,RM,4.0,63781.0,454692.0,39.0,466.0,50613822.0,2017.0,-73.9609233,40.7320842,1
642135,MN,247,1.0,1.0,10002.0,D6,4.0,113690.0,657592.0,26.0,492.0,51319350.0,1979.0,-73.9890418,40.7108321,0
642137,MN,248,1.0,1.0,10002.0,RM,4.0,94619.0,1099034.0,72.0,1024.0,153681774.0,2015.0,-73.99123859999999,40.7104563,0
642289,MN,248,1.0,1.0,10002.0,D9,3.0,49116.0,260000.0,21.0,203.0,6394050.0,1995.0,-73.99038730000001,40.710406799999994,0
642313,MN,1485,2.0,5.0,10021.0,I1,8.0,39547.0,757439.0,24.0,1.0,130329450.0,2015.0,-73.9510437,40.7670238,0
642314,MN,1484,2.0,5.0,10021.0,D8,3.0,28397.0,583731.0,50.0,414.0,59520150.0,1986.0,-73.95153140000001,40.7664998,0
642375,MN,395,1.0,2.0,10009.0,D3,3.0,52003.0,149253.0,23.0,176.0,19526850.0,1979.0,-73.9768297,40.7278259,0
642397,MN,35,2.0,1.0,10005.0,O4,5.0,42176.0,973587.0,36.0,31.0,92949750.0,1987.0,-74.007693,40.7038085,0
642398,MN,37,2.0,1.0,10005.0,H9,5.0,17017.0,267570.0,27.0,89.0,20531250.0,1965.0,-74.006355,40.7049093,0
642399,MN,37,2.0,1.0,10005.0,O4,5.0,23475.0,582412.0,33.0,69.0,35068500.0,1929.0,-74.0059583,40.704761100000006,0
642400,MN,37,2.0,1.0,10005.0,O4,5.0,46799.0,1079361.0,41.0,50.0,107103150.0,1982.0,-74.0055147,40.7052689,0
642415,BK,2472,14.0,33.0,11222.0,D7,4.0,50281.0,326250.0,31.0,416.0,9026550.0,2019.0,-73.95862890000001,40.7372408,1
642442,MN,35,2.0,1.0,10005.0,O4,5.0,48741.0,990250.0,24.0,3.0,58841550.0,1968.0,-74.006997,40.704264200000004,0
643296,MN,8,2.0,1.0,10004.0,H2,5.0,3889.0,102407.0,29.0,250.0,14359500.0,2015.0,-74.01223359999999,40.702971000000005,0
643330,MN,50,2.0,1.0,10006.0,O4,5.0,16620.0,396607.0,21.0,53.0,22379850.0,1907.0,-74.01147009999998,40.708935499999995,0
643442,MN,63,2.0,1.0,10007.0,D7,4.0,2510.0,64666.0,33.0,211.0,4187138.0,2019.0,-74.0099012,40.7103437,0
643443,MN,63,2.0,1.0,10007.0,D7,4.0,1942.0,50032.0,33.0,211.0,3239663.0,2019.0,-74.00994449999999,40.7102888,0
643524,MN,128,2.0,1.0,10007.0,O4,5.0,103043.0,1133549.0,26.0,4.0,75651300.0,1983.0,-74.0122357,40.71451,0
644005,MN,812,2.0,4.0,10018.0,O4,5.0,5050.0,95989.0,21.0,22.0,12883500.0,1926.0,-73.9868912,40.751580499999996,0
644047,MN,811,2.0,4.0,10018.0,O4,5.0,19500.0,386786.0,24.0,111.0,43148250.0,1928.0,-73.9873714,40.7509466,0
644096,MN,1018,2.0,3.0,10036.0,H2,5.0,29500.0,399325.0,22.0,2.0,35419050.0,1930.0,-73.9862832,40.7595787,0
644168,MN,1070,2.0,3.0,10036.0,D8,3.0,20994.0,411430.0,45.0,420.0,38525400.0,2003.0,-73.9962857,40.7593571,0
644190,MN,1080,2.0,3.0,10019.0,RR,4.0,22928.0,247294.0,24.0,288.0,35757000.0,2005.0,-73.9918486,40.7659415,0
644193,MN,1269,2.0,4.0,10019.0,D6,4.0,2209.0,74291.0,73.0,184.0,11382750.0,2015.0,-73.9782041,40.7616662,0
644195,MN,1046,2.0,3.0,10019.0,D3,3.0,17137.0,229973.0,23.0,276.0,22537800.0,1974.0,-73.98505440000001,40.766509,0
644216,MN,1104,2.0,6.0,10019.0,D6,4.0,10692.0,163321.0,37.0,85.0,22881150.0,2018.0,-73.9922777,40.769976299999996,0
645538,MN,55,2.0,1.0,10006.0,H2,5.0,20161.0,420322.0,38.0,5.0,48137400.0,1989.0,-74.0143413,40.7094292,0
645556,MN,53,2.0,1.0,10006.0,H2,5.0,4537.0,70918.0,25.0,192.0,9341100.0,2015.0,-74.0137459,40.7083012,0
645568,MN,15,2.0,1.0,10004.0,RM,4.0,64633.0,1202417.0,31.0,623.0,95535900.0,1902.0,-74.0158373,40.7056,0
645573,MN,142,2.0,1.0,10007.0,RM,4.0,34214.0,403941.0,29.0,315.0,54946864.0,2005.0,-74.0123949,40.7165768,0
645575,MN,142,2.0,1.0,10007.0,RM,4.0,90565.0,770447.0,32.0,390.0,138083609.0,2006.0,-74.01211690000001,40.7156271,0
645576,MN,53,2.0,1.0,10006.0,RM,4.0,14217.0,312633.0,56.0,225.0,38033567.0,2007.0,-74.01371359999999,40.70916029999999,0
645577,MN,15,2.0,1.0,10006.0,D8,3.0,13465.0,335746.0,31.0,295.0,28180800.0,1931.0,-74.0155345,40.706382299999994,0
645583,MN,58,2.0,1.0,10007.0,O4,5.0,833945.0,8837500.0,104.0,1.0,1310982750.0,2009.0,-74.0123434,40.711639,0
645585,MN,15,2.0,1.0,10004.0,RM,4.0,13928.0,179856.0,45.0,284.0,29852558.0,1930.0,-74.01561020000001,40.706182,0
645586,MN,53,2.0,1.0,10006.0,H2,5.0,5165.0,142236.0,50.0,1.0,27157050.0,2012.0,-74.01412459999999,40.708265399999995,0
645590,MN,17,2.0,1.0,10006.0,RM,4.0,18206.0,386869.0,63.0,204.0,66583219.0,2014.0,-74.0149938,40.7077603,0
645597,MN,18,2.0,1.0,10006.0,RM,4.0,24470.0,366023.0,38.0,454.0,45436090.0,1956.0,-74.0140885,40.7078757,0
645610,MN,84,2.0,1.0,10007.0,RM,4.0,51055.0,940515.0,32.0,169.0,105002315.0,1930.0,-74.0129354,40.7137743,0
645623,MN,578,2.0,3.0,10013.0,RM,4.0,5703.0,63752.0,25.0,110.0,13527440.0,2016.0,-74.0065914,40.724652299999995,0
645632,MN,142,2.0,1.0,10007.0,RM,4.0,31029.0,332029.0,63.0,160.0,67279056.0,2016.0,-74.01259300000001,40.7154075,0
645647,MN,690,2.0,3.0,10011.0,D6,4.0,46000.0,427554.0,21.0,185.0,63382950.0,2018.0,-74.0067883,40.7451501,0
645663,MN,689,2.0,3.0,10011.0,D6,4.0,76425.0,764332.0,36.0,251.0,94579650.0,2017.0,-74.0074198,40.7447,0
645750,MN,691,2.0,3.0,10011.0,RM,4.0,12525.0,118137.0,21.0,58.0,19479611.0,2007.0,-74.0076365,40.7461739,0
651619,QN,17,30.0,26.0,11101.0,D8,3.0,18500.0,395509.0,32.0,503.0,48216150.0,2000.0,-73.9583361,40.74384179999999,2
651621,QN,18,30.0,26.0,11109.0,D4,3.0,80634.0,724475.0,42.0,536.0,42606900.0,1996.0,-73.9571016,40.7443436,2
651624,QN,6,30.0,26.0,11101.0,RM,4.0,45763.0,522805.0,37.0,622.0,59048829.0,2013.0,-73.95901490000001,40.743315,2
651625,QN,6,30.0,26.0,11101.0,D6,4.0,43335.0,805287.0,56.0,802.0,13319550.0,2019.0,-73.9595535,40.741915399999996,2
651801,QN,21,30.0,26.0,11109.0,D8,3.0,48199.0,477000.0,31.0,498.0,50518800.0,2007.0,-73.9574975,40.745963200000006,2
651802,QN,19,30.0,26.0,11101.0,D8,3.0,71806.0,684862.0,39.0,580.0,69214050.0,2006.0,-73.95666440000001,40.745068100000005,2
651806,QN,21,30.0,26.0,11101.0,D8,3.0,57944.0,631601.0,30.0,403.0,48031650.0,2007.0,-73.9562309,40.745699200000004,2
651821,MN,33,2.0,1.0,10005.0,D5,3.0,22957.0,473460.0,22.0,506.0,58275000.0,1969.0,-74.0075813,40.7046759,0
651874,BX,5135,11.0,12.0,10475.0,D4,3.0,1952770.0,5541031.0,33.0,4470.0,109098900.0,1969.0,-73.82194790000001,40.8639144,3
652141,BK,2472,14.0,33.0,11222.0,D7,4.0,48560.0,448412.0,39.0,424.0,36553950.0,2018.0,-73.9595676,40.73642589999999,1
652173,MN,33,2.0,1.0,10005.0,O4,5.0,25779.0,541568.0,26.0,35.0,58722300.0,1969.0,-74.008198,40.7042257,0
652175,MN,38,2.0,1.0,10005.0,O4,5.0,22399.0,463664.0,29.0,65.0,36744750.0,1969.0,-74.0067554,40.7052441,0
652176,MN,38,2.0,1.0,10005.0,O4,5.0,27600.0,664990.0,32.0,23.0,47375550.0,1973.0,-74.0061676,40.7056614,0
652177,MN,33,2.0,1.0,10005.0,RM,4.0,4319.0,73250.0,27.0,51.0,14914438.0,1931.0,-74.0072603,40.7047912,0
655569,BK,3060,14.0,34.0,11206.0,D4,3.0,86400.0,447000.0,22.0,387.0,17097300.0,1964.0,-73.945552,40.7061125,1
655662,MN,889,2.0,2.0,10016.0,D8,3.0,10399.0,176584.0,37.0,259.0,23427000.0,1987.0,-73.9792883,40.745895000000004,0
655670,MN,991,2.0,4.0,10010.0,D3,3.0,36897.0,385786.0,34.0,375.0,26244900.0,1973.0,-73.97274449999999,40.7389687,0
655738,MN,1993,5.0,7.0,10027.0,W6,8.0,25272.0,221785.0,21.0,1.0,1425600.0,1900.0,-73.9611794,40.8127274,0
656487,MN,124,2.0,1.0,10007.0,O4,5.0,23773.0,541195.0,30.0,36.0,46641600.0,1964.0,-74.00781009999999,40.712978799999995,0
658234,MN,994,2.0,4.0,10036.0,RI,5.0,56781.0,1041794.0,41.0,11.0,268274453.0,1972.0,-73.9850065,40.7547532,0
658243,MN,1008,2.0,4.0,10019.0,RM,4.0,7531.0,106502.0,32.0,51.0,17230505.0,1982.0,-73.9785716,40.763776899999996,0
658281,MN,1044,2.0,3.0,10019.0,RM,4.0,26535.0,257556.0,25.0,249.0,38612729.0,1979.0,-73.98488509999999,40.7646233,0
658318,MN,1320,2.0,4.0,10017.0,RM,4.0,17812.0,244862.0,34.0,265.0,28974612.0,1979.0,-73.9716595,40.7532713,0
658320,MN,1265,2.0,4.0,10020.0,RC,5.0,107766.0,2117061.0,70.0,109.0,488805306.0,1937.0,-73.97964520000001,40.7591495,0
658328,MN,1487,2.0,5.0,10021.0,RM,4.0,9738.0,292013.0,39.0,210.0,44891554.0,1986.0,-73.9500861,40.7681872,0
658339,MN,1438,2.0,5.0,10065.0,RM,4.0,6302.0,99863.0,27.0,104.0,20845008.0,1996.0,-73.961811,40.7634624,0
658370,MN,1081,2.0,3.0,10019.0,RM,4.0,38058.0,446447.0,24.0,395.0,60048001.0,2015.0,-73.99197120000001,40.766836299999994,0
658372,MN,23,2.0,1.0,10005.0,RM,4.0,42178.0,1058982.0,52.0,576.0,102738601.0,1930.0,-74.0118304,40.7071211,0
658392,MN,1158,3.0,6.0,10023.0,RM,4.0,120650.0,482878.0,29.0,514.0,35230500.0,1963.0,-73.9850125,40.7760469,0
658417,MN,1554,2.0,5.0,10128.0,RM,4.0,6000.0,149477.0,34.0,142.0,23493146.0,2000.0,-73.9488414,40.781350399999994,0
658983,MN,432,1.0,2.0,10009.0,D4,3.0,244775.0,780062.0,21.0,877.0,63806400.0,1962.0,-73.98555429999999,40.72534879999999,0
659149,MN,1171,3.0,6.0,10069.0,D6,4.0,43964.0,524466.0,33.0,459.0,71514450.0,1999.0,-73.98827259999999,40.7775652,0
659880,MN,63,2.0,1.0,10007.0,O4,5.0,25838.0,647875.0,34.0,34.0,47653650.0,1973.0,-74.0105,40.7104644,0
659899,MN,63,2.0,1.0,10007.0,D7,4.0,4723.0,121679.0,33.0,211.0,7879050.0,2019.0,-74.0101141,40.7104836,0
659909,MN,13,2.0,1.0,10004.0,O4,5.0,48071.0,809401.0,23.0,12.0,56002050.0,1921.0,-74.0140015,40.7057595,0
659918,MN,578,2.0,3.0,10013.0,D7,4.0,5715.0,130534.0,27.0,102.0,12049650.0,2018.0,-74.0063136,40.724597499999994,0
660124,BK,134,13.0,35.0,11201.0,D6,4.0,17000.0,235382.0,36.0,258.0,26871750.0,2013.0,-73.9828454,40.695010499999995,1
662240,MN,944,2.0,4.0,10016.0,RM,4.0,9391.0,88135.0,28.0,119.0,15345899.0,1984.0,-73.97322109999999,40.7472415,0
662267,MN,1068,2.0,3.0,10019.0,D7,4.0,49962.0,919877.0,49.0,736.0,90565200.0,1997.0,-73.9857036,40.769166,0
662548,BX,3130,12.0,17.0,10460.0,D1,3.0,81597.0,228404.0,22.0,231.0,5618250.0,1922.0,-73.88113220000001,40.8410942,3
662579,MN,859,2.0,2.0,10016.0,O4,5.0,12341.0,232644.0,20.5,23.0,27656100.0,1913.0,-73.98468390000001,40.744915999999996,0
663130,MN,1261,2.0,4.0,10036.0,H3,5.0,3377.0,44836.0,21.0,1.0,5989500.0,2003.0,-73.9801876,40.755952,0
666753,QN,21,30.0,26.0,11109.0,D7,4.0,10703.0,354522.0,41.0,365.0,37107900.0,2010.0,-73.9560351,40.7472225,2
671273,BK,1128,13.0,35.0,11217.0,D6,4.0,19537.0,370789.0,26.0,317.0,9537300.0,2019.0,-73.9739541,40.681705,1
671580,BX,2319,7.0,8.0,10451.0,D6,4.0,27159.0,211975.0,25.0,218.0,14897250.0,2018.0,-73.930707,40.8097434,3
671793,MN,1205,3.0,6.0,10025.0,D7,4.0,25177.0,156274.0,22.0,169.0,14954400.0,1972.0,-73.9692677,40.7898334,0
671836,BX,3672,8.0,18.0,10473.0,D3,3.0,112989.0,400932.0,21.0,359.0,4113000.0,1969.0,-73.8567767,40.8226248,3
671841,BK,2141,14.0,33.0,11211.0,D9,3.0,132845.0,328315.0,21.0,348.0,9369900.0,1963.0,-73.95902579999999,40.70791320000001,1
671848,MN,931,2.0,2.0,10010.0,D6,4.0,64773.0,444113.0,32.0,408.0,36249300.0,1970.0,-73.97897640000001,40.7392033,0
672025,MN,1152,3.0,6.0,10023.0,D6,4.0,45698.0,288000.0,27.0,302.0,41767200.0,2007.0,-73.9883963,40.772042799999994,0
672031,MN,1003,2.0,4.0,10020.0,O4,5.0,82340.0,1962900.0,47.0,48.0,386169750.0,1961.0,-73.981002,40.76054129999999,0
672086,MN,784,2.0,3.0,10123.0,O4,5.0,15001.0,491253.0,46.0,252.0,45860850.0,1930.0,-73.99075309999999,40.75146289999999,0
672133,MN,1571,2.0,5.0,10128.0,D7,4.0,18933.0,346325.0,37.0,334.0,35437050.0,1986.0,-73.9448709,40.779559000000006,0
672490,MN,1277,2.0,4.0,10017.0,O4,5.0,17975.0,304525.0,27.0,28.0,38499750.0,1968.0,-73.9797985,40.7535063,0
672767,BK,2472,14.0,33.0,11222.0,D3,3.0,42958.0,369482.0,30.0,360.0,29809800.0,2017.0,-73.9590911,40.7368265,1
672997,MN,1287,2.0,4.0,10022.0,O4,5.0,15062.0,262287.0,23.0,39.0,41184450.0,1954.0,-73.97463520000001,40.758520000000004,0
673685,MN,869,2.0,4.0,10016.0,O4,5.0,6742.0,104431.0,21.0,59.0,8388900.0,1927.0,-73.980189,40.7510745,0
673964,MN,382,1.0,2.0,10009.0,D9,3.0,139167.0,453600.0,26.0,375.0,17482500.0,1966.0,-73.97584499999999,40.726961100000004,0
673980,BK,2134,14.0,33.0,11249.0,R4,3.0,18352.0,172270.0,24.0,135.0,15448495.0,2003.0,-73.96929399999999,40.7092284,1
674200,BK,2340,14.0,33.0,11249.0,RM,4.0,34291.0,279325.0,30.0,280.0,29271718.0,2010.0,-73.96422790000001,40.7196954,1
674638,MN,2215,10.0,10.0,10463.0,D4,3.0,53700.0,461475.0,32.0,318.0,8550900.0,1972.0,-73.9134842,40.87558,0
674713,QN,905,30.0,22.0,11102.0,R4,3.0,153357.0,308286.0,23.0,414.0,16281485.0,1989.0,-73.92904859999999,40.7761139,2
674785,MN,22,2.0,1.0,10004.0,O4,5.0,21490.0,389927.0,21.0,55.0,24233850.0,1904.0,-74.0125949,40.7059875,0
674802,MN,22,2.0,1.0,10004.0,O4,5.0,46055.0,860889.0,32.0,49.0,55686150.0,1885.0,-74.0129013,40.7054275,0
674922,MN,998,2.0,4.0,10036.0,O4,5.0,32134.0,912955.0,47.0,0.0,143163000.0,1988.0,-73.9828835,40.7572891,0
674952,MN,788,2.0,3.0,10018.0,O4,5.0,15209.0,408130.0,30.0,140.0,76008150.0,1929.0,-73.9888723,40.7541032,0
675047,BK,166,15.0,33.0,11217.0,D6,4.0,9666.0,116181.0,23.0,161.0,2673900.0,2020.0,-73.9823964,40.6881019,1
